round,loss,accuracy,auc
0,0.692906379699707,0.5032430138813118,0.49653927019532285
1,0.6157510876655579,0.7116445414317755,0.7219601615809057
2,0.5891011357307434,0.7331332969630842,0.7561126682584172
3,0.5775590538978577,0.7404679638722191,0.770643464554973
4,0.5697507858276367,0.7450445535551918,0.7777732293989331
5,0.5651682019233704,0.7474995453718858,0.7826487032195747
6,0.5599504709243774,0.7543189670849245,0.7867804675502899
7,0.5576580762863159,0.7561374795417348,0.7910318144033305
8,0.5532373189926147,0.7570164272291932,0.7932955985748467
9,0.5526864528656006,0.7578347578347578,0.794655387900572
10,0.5505408644676208,0.7572892040977147,0.7959329990022084
11,0.5478856563568115,0.7577135236709704,0.7973934472482804
12,0.5472902655601501,0.7581075347032794,0.7980625139785799
13,0.5453526973724365,0.7589864823907377,0.7998898823122648
14,0.5433561205863953,0.7587137055222162,0.800236505587923
15,0.541583776473999,0.7600472813238771,0.8007553787411199
16,0.5413646697998047,0.7599866642419834,0.8009987382445187
17,0.5397420525550842,0.7608959204703886,0.8030044600606125
18,0.540363073348999,0.7614717827483785,0.8023832372602062
19,0.5390491485595703,0.7614717827483785,0.8040696644993206
20,0.5364919900894165,0.7623810389767837,0.8040663073144019
21,0.5368598103523254,0.7621688791901557,0.8048443632329279
22,0.534691333770752,0.7636236891556041,0.8059377720697545
23,0.5339357256889343,0.7628356670909863,0.8055910618308724
24,0.533618688583374,0.7635327635327636,0.8064804731462722
25,0.532175600528717,0.763259986664242,0.8060342891137677
26,0.5324561595916748,0.7648966478753713,0.8070331547695213
27,0.532467782497406,0.765139116202946,0.8072458122101179
28,0.5313333868980408,0.763441837909923,0.8078282393007074
29,0.5306970477104187,0.7651694247438928,0.8086347018574069
30,0.5304794907569885,0.7646541795477966,0.80922974872745
31,0.5304004549980164,0.7647451051706371,0.8083064237771692
32,0.529407799243927,0.7635933806146572,0.8079074789767924
33,0.5290989279747009,0.7638964660241256,0.8077346142894855
34,0.5285465121269226,0.7646238710068497,0.8094999414413919
35,0.5285164713859558,0.765502818694308,0.8089517151665622
36,0.5286564230918884,0.7654118930714675,0.8087609866151666
37,0.527630627155304,0.7639873916469662,0.809141377912866
38,0.5261653065681458,0.7639570831060193,0.8095703492942601
39,0.5272979140281677,0.7637449233193914,0.8093355971276169
40,0.5259726643562317,0.7639267745650724,0.8096594198594355
41,0.5254776477813721,0.7633509122870825,0.8093053763961464
42,0.5254369378089905,0.7649875734982118,0.8094576469786176
43,0.5266367197036743,0.7654422016124144,0.8094671381044147
44,0.5259543657302856,0.7639873916469662,0.808532667704684
45,0.5258703231811523,0.7638358489422319,0.809773825036344
46,0.5252220630645752,0.7644117112202219,0.8085435623764654
47,0.5232146978378296,0.7652300418257865,0.8100294079286879
48,0.5240072011947632,0.7639873916469662,0.8098304340502358
49,0.5249364376068115,0.7640783172698067,0.8099661715081823
50,0.5234795212745667,0.7641086258107535,0.8101546572173641
51,0.5226604342460632,0.7635024549918167,0.8090711844344567
52,0.5239764451980591,0.7652300418257865,0.810003424126377
53,0.5246133208274841,0.7634115293689762,0.8089745602032141
54,0.5231927633285522,0.7637449233193914,0.8089780650233732
55,0.5219445824623108,0.7645329453840092,0.8105099909722062
56,0.5225727558135986,0.7653815845305207,0.8105876653102628
57,0.5226479768753052,0.7626538158453052,0.8091580263142222
58,0.5219900012016296,0.7637449233193914,0.8101922657780563
59,0.5225949883460999,0.7639570831060193,0.8096451720475363
60,0.5224429368972778,0.7627447414681457,0.8083327513875741
61,0.5215967297554016,0.7630175183366673,0.8091299452825373
62,0.5210553407669067,0.7624416560586773,0.8089029207084089
63,0.5210409760475159,0.7628356670909863,0.8078180099987079
64,0.5219753980636597,0.7637449233193914,0.8096382513928423
65,0.5231479406356812,0.7635024549918167,0.8090666906604268
66,0.5222380757331848,0.7627447414681457,0.809419510571381
67,0.5214925408363342,0.7632296781232951,0.807894359664402
68,0.5209383368492126,0.7652906589076802,0.8101302529098855
69,0.5214746594429016,0.7626235073043584,0.8081696184917304
70,0.5210831761360168,0.7641692428926471,0.8097459341103114
71,0.5215491056442261,0.7629569012547736,0.806840599990426
72,0.5203937292098999,0.7628053585500394,0.8088196766792279
73,0.5209577083587646,0.7627750500090925,0.8077058233952065
74,0.5206359624862671,0.7646844880887435,0.8086430058340796
75,0.5197139382362366,0.7631084439595078,0.8085660130450094
76,0.5202825665473938,0.7636236891556041,0.80842193318478
77,0.5199556350708008,0.762684124386252,0.8077657976836192
78,0.5203222036361694,0.7640480087288598,0.8094416821486485
79,0.520824670791626,0.76232042189489,0.807595752222684
80,0.5194607377052307,0.7629265927138268,0.8093155854741403
81,0.5194410681724548,0.7628962841728799,0.8087250081093206
82,0.5210545063018799,0.7627447414681457,0.808078559906811
83,0.5196097493171692,0.7636843062374977,0.8086558096519836
84,0.5190210342407227,0.7624416560586773,0.8077323957160784
85,0.5204958319664001,0.761017154634176,0.8065113491355218
86,0.5199143290519714,0.7619870279444747,0.8095426565634816
87,0.51933753490448,0.7616233254531127,0.8087627117228388
88,0.5192088484764099,0.7618051766987938,0.8080476495367519
89,0.5201113820075989,0.760623143601867,0.8070294699557129
90,0.5212947130203247,0.760804994847548,0.8049840463943541
91,0.5184473991394043,0.7612293144208038,0.8066980025498023
92,0.5192711353302002,0.7625325816815178,0.8081965325982959
93,0.5187792181968689,0.762138570649209,0.8074218601558959
94,0.5191701054573059,0.7625931987634116,0.8086998757376428
95,0.518761932849884,0.7618657937806874,0.8069439224123016
96,0.5190053582191467,0.7614111656664848,0.8064030617202875
97,0.519530177116394,0.7598351215372492,0.8062858797874191
98,0.5191860198974609,0.7612293144208038,0.8064126600333141
99,0.519145667552948,0.761017154634176,0.8065278559688392
100,0.518444299697876,0.7605928350609201,0.8065259185091089
