round,loss,accuracy,auc
0,0.6959582567214966,0.4876001033324722,0.5166887757495952
1,0.608546257019043,0.7114440712994058,0.720904470319517
2,0.5726972818374634,0.7395052957892018,0.7648484641352249
3,0.5583617687225342,0.75,0.7816263835325645
4,0.5524999499320984,0.7545853784551796,0.7884623886233265
5,0.5441938638687134,0.7580728493929217,0.7932397882571671
6,0.5416374206542969,0.7601394988375096,0.7955422087543924
7,0.5373029708862305,0.7616249031258073,0.7984300876876356
8,0.5339683890342712,0.7617540687160941,0.8004351823414981
9,0.534842312335968,0.7621415654869542,0.8012332976874849
10,0.5326575636863708,0.7629811418238182,0.8018584015817833
11,0.5308042168617249,0.7626259364505296,0.8022114697800945
12,0.5287982225418091,0.7662102815809868,0.8038353359549355
13,0.5269082188606262,0.765564453629553,0.8031773485993403
14,0.5250291228294373,0.7640144665461122,0.8028441925315721
15,0.5237665176391602,0.7650800826659778,0.8050817703077154
16,0.5229471325874329,0.7661134073882717,0.8056950081976906
17,0.5225217342376709,0.7653384138465513,0.8074695192188099
18,0.5204566717147827,0.7640790493412555,0.8066294873867091
19,0.5217522382736206,0.7655321622319814,0.8063675319891106
20,0.5203866958618164,0.7638530095582536,0.8059138581866283
21,0.5209881067276001,0.7660165331955567,0.8072779633619305
22,0.5203914046287537,0.7660165331955567,0.8083852566229173
23,0.5175702571868896,0.765984241797985,0.8102149875232564
24,0.517737627029419,0.7649832084732627,0.8083309516567513
25,0.5164915323257446,0.7654998708344097,0.8088955435732288
26,0.5157374143600464,0.7653061224489796,0.8086788067083488
27,0.515055775642395,0.7642405063291139,0.8085574251470966
28,0.5152366757392883,0.7632394730043917,0.8053545096043508
29,0.5151453614234924,0.7640790493412555,0.8075011022960707
30,0.5147365927696228,0.7652415396538362,0.8083577720774825
31,0.5138593912124634,0.7644342547145441,0.8059721061029591
32,0.5134082436561584,0.7623676052699561,0.8079512209414849
33,0.5128299593925476,0.7631425988116766,0.8071613908994955
34,0.5132037997245789,0.7634978041849652,0.8079310278351057
35,0.5100880265235901,0.7628196848359597,0.8079660128098881
36,0.5110960602760315,0.7662748643761302,0.8086595587025097
37,0.5116681456565857,0.764337380521829,0.8089079343753951
38,0.5105670094490051,0.7661456987858435,0.8092587431564445
39,0.5105710029602051,0.7654675794368381,0.8097774036510985
40,0.509265661239624,0.7643050891242573,0.8082676322426823
41,0.5081151723861694,0.7664363213639886,0.8089778741374732
42,0.5098211765289307,0.7654029966416946,0.8076713945518563
43,0.506859540939331,0.7665654869542754,0.8088837007900489
44,0.5070446729660034,0.765564453629553,0.809547284441225
45,0.5070757269859314,0.7638530095582536,0.8084246373601625
46,0.5099363923072815,0.7634978041849652,0.8070542346107457
47,0.5105384588241577,0.7620123998966676,0.807894071385241
48,0.5081161856651306,0.7638853009558254,0.809219457625888
49,0.5070488452911377,0.7645957117024025,0.8090518032920031
50,0.5092646479606628,0.7632394730043917,0.8078542749895277
51,0.5086199641227722,0.7621415654869542,0.8055520147181924
52,0.5071354508399963,0.7633363471971067,0.8063364992529503
53,0.5081027150154114,0.7654998708344097,0.8087985349241842
54,0.508728563785553,0.7620123998966676,0.8054038684669536
55,0.5105282664299011,0.7589124257297856,0.8005348428451293
56,0.5083935856819153,0.7608499095840868,0.8060817563425198
57,0.5078580379486084,0.7622061482820977,0.8059857763901317
58,0.5058289170265198,0.7648863342805476,0.807284938993435
59,0.5053982138633728,0.7624967708602428,0.803505398337655
