round,loss,accuracy,auc
0,0.7096765041351318,0.5222710460594948,0.48693268705133613
1,0.5926249623298645,0.6947491543641134,0.6835857627254831
2,0.5435996055603027,0.7339803369898523,0.7506916342695766
3,0.5268754959106445,0.7452027945499953,0.7721771962931916
4,0.5192010998725891,0.7495021022350078,0.7799768670080909
5,0.5136605501174927,0.7539594727025575,0.7862753024229222
6,0.5113254189491272,0.7540859229285872,0.7875638861726341
7,0.509502649307251,0.7538014099200202,0.7896492108400394
8,0.5078036189079285,0.7558878386495116,0.7919354029085195
9,0.5074023604393005,0.7561723516580786,0.7925047218245084
10,0.5078951716423035,0.7558878386495116,0.7925496326758981
11,0.5071004033088684,0.7566465400056903,0.792106982180031
12,0.5075111985206604,0.7557613884234818,0.7919548038057702
13,0.5071909427642822,0.756488477223153,0.7929382344597425
14,0.5086153745651245,0.7555084879714222,0.7912675561566833
15,0.5102538466453552,0.7544336610501692,0.7904419409415482
16,0.5049984455108643,0.7564252521101381,0.7946734907061581
17,0.506310760974884,0.756551702336168,0.7936612372041429
18,0.5052126049995422,0.7556033256409446,0.7943435345262824
19,0.505777895450592,0.7566149274491828,0.7943751602481007
20,0.5092200636863708,0.7557613884234818,0.7913236225799153
21,0.5075665712356567,0.7568046027882275,0.7934032900503708
22,0.5062863826751709,0.7555084879714222,0.793617558901397
23,0.5069326162338257,0.7566465400056903,0.7943813028589447
24,0.5077539086341858,0.7575949167009136,0.7932975883787708
25,0.5078333616256714,0.7560459014320489,0.7928132057095948
26,0.5040135979652405,0.7587961938481965,0.7961344209945043
27,0.5049689412117004,0.7585116808396295,0.7955520786697996
28,0.5109171867370605,0.7569310530142572,0.7912183235557851
29,0.5073007941246033,0.757626529257421,0.7938489827715649
30,0.5047848224639893,0.7595548952043751,0.795414230071601
31,0.5057535767555237,0.7583220055005848,0.7954271013690506
32,0.5052993297576904,0.7583220055005848,0.795371354826864
33,0.5075430274009705,0.7580691050485253,0.7941191122482273
34,0.50764399766922,0.7589542566307337,0.7938019871010541
35,0.5097711086273193,0.7570575032402871,0.792371226292844
36,0.508091926574707,0.7580691050485253,0.7931920209229941
37,0.5056432485580444,0.7587329687351816,0.7951420873575897
38,0.5081994533538818,0.7595232826478677,0.792965773309743
39,0.5097915530204773,0.7574052413618689,0.7923172804796194
40,0.5095757246017456,0.7578478171529731,0.7925371617889878
41,0.5071291923522949,0.7584484557266146,0.7940165691223346
42,0.5082987546920776,0.7582903929440774,0.7936230058268905
43,0.5069735050201416,0.7582271678310625,0.793882288428104
44,0.5091082453727722,0.7592703821958082,0.7930453901360944
45,0.5100632905960083,0.7589858691872412,0.792546152012215
46,0.5110452175140381,0.75825878038757,0.791834483794088
47,0.5120832920074463,0.7585432933961369,0.791277973541498
48,0.5087850093841553,0.7600606961084942,0.7935098797833345
49,0.510108470916748,0.7585432933961369,0.7926243237815362
50,0.5147632360458374,0.7566781525621977,0.7899469977240128
51,0.5116974115371704,0.7577213669269434,0.7912703411350158
52,0.5081251859664917,0.7582903929440774,0.7938181690554771
53,0.5109912753105164,0.7572471785793317,0.7920133979603401
54,0.5109447836875916,0.7587329687351816,0.7919677064202453
55,0.5113497376441956,0.7597445705434198,0.7922253582992064
56,0.5136414170265198,0.7573104036923466,0.79060994336137
57,0.5103312730789185,0.7588910315177189,0.7928664424158867
58,0.5127708911895752,0.7580058799355104,0.7911386865970602
59,0.5131531357765198,0.7575949167009136,0.7912492603030441
60,0.5115581154823303,0.7583220055005848,0.7909816003975294
61,0.5143611431121826,0.7572787911358392,0.790576183607962
62,0.5127800107002258,0.7571523409098094,0.7914031230858867
63,0.5145192742347717,0.7567729902317201,0.7906711972261706
64,0.515545129776001,0.7558562260930042,0.7892641009045296
65,0.5147152543067932,0.7564568646666456,0.7897015840912016
66,0.5177888870239258,0.7543704359371542,0.7880591022956767
67,0.5170688033103943,0.7558246135364967,0.7891978117094269
68,0.5139874219894409,0.7578162045964657,0.7893467152176004
69,0.5166522860527039,0.7567097651187051,0.7891492882154616
70,0.5162414312362671,0.7568046027882275,0.7881906293286001
71,0.5182428359985352,0.7555717130844372,0.7885664135013244
72,0.5204145312309265,0.7571207283533019,0.7868844722537642
73,0.5162580013275146,0.7557930009799892,0.7881489888694371
74,0.5183077454566956,0.7554768754149148,0.7884117521343336
75,0.523917019367218,0.7542755982676319,0.7853459316656242
76,0.5230863690376282,0.753643347137483,0.7849528716795173
77,0.521186888217926,0.7562355767710934,0.786220470785264
78,0.5238686203956604,0.7558246135364967,0.784911443728741
79,0.5202428698539734,0.7558562260930042,0.78742109843214
80,0.5178831815719604,0.7560459014320489,0.7875194965260247
81,0.5170632600784302,0.7557930009799892,0.7885304436606936
82,0.5184926986694336,0.7563304144406158,0.7886477818441693
83,0.5184556841850281,0.7556033256409446,0.7880768903661179
84,0.5214138031005859,0.7558562260930042,0.78634364064626
85,0.5203334093093872,0.7567413776752125,0.7875235051052791
86,0.523201584815979,0.7536749596939905,0.7853161872022618
87,0.5270980000495911,0.7548762368412734,0.7837221260019043
88,0.5232746005058289,0.753643347137483,0.7846849455792866
89,0.5267329216003418,0.7546233363892138,0.784168959557596
90,0.5294880270957947,0.7532007713463788,0.7830383098040319
91,0.5336182117462158,0.7522523946511555,0.7810666547542666
92,0.5203592777252197,0.7550342996238105,0.786953792489542
93,0.5294766426086426,0.7538330224765277,0.783806183135075
94,0.5277877449989319,0.7546865615022287,0.7839650879590109
95,0.5245353579521179,0.7545601112761989,0.7846640012000684
96,0.5306353569030762,0.7528530332247969,0.7824317996834207
97,0.5193646550178528,0.7549710745107957,0.7873986060970938
98,0.5301875472068787,0.7522840072076629,0.7828061343252539
99,0.5253210067749023,0.7548762368412734,0.7848112650382679
100,0.5218859314918518,0.7539910852590649,0.7858345779241187
