epoch,loss,accuracy,auc
0,0.6549463,0.7209267247880781,0.7337390317619232
1,0.6205658,0.7418624996229147,0.7700388953802431
2,0.6074447,0.755015234245377,0.7886679482707106
3,0.60075927,0.7589972548191499,0.7965242128141943
4,0.59546685,0.7630999426830372,0.8020684837381417
5,0.59285736,0.7631301095055658,0.8055205456139117
6,0.59036714,0.7642161151165948,0.8052440544231768
7,0.5882784,0.764487616519352,0.8083162933601991
8,0.5866188,0.7666596277414099,0.8106000991719978
9,0.5858702,0.7665992940963529,0.8120236359389825
10,0.5839617,0.7672629641919817,0.8117583625511552
11,0.5820922,0.7669612959666958,0.8134021259008049
12,0.5813954,0.7680473015777248,0.8143400678364238
13,0.5801392,0.7673534646595674,0.813765410754446
14,0.5790214,0.7701288123321971,0.8157111546134557
15,0.57761717,0.7691031403662252,0.8163138884957657
16,0.5763546,0.768831638963468,0.8157849765564469
17,0.57645345,0.7696159763492111,0.8163872038413245
18,0.5753734,0.7706718151377115,0.8164413593086894
19,0.57430565,0.7693746417689825,0.8162257021944993
20,0.57374555,0.7697366436393255,0.8169269117554099
21,0.57247263,0.7703098132673686,0.8175302349861273
22,0.5719953,0.7703399800898971,0.8166613396567457
23,0.5717168,0.770852816072883,0.8171966738790533
24,0.57085466,0.7702193127997828,0.818047709126044
25,0.56937754,0.7679266342876104,0.8164161464994197
26,0.56862456,0.7692539744788681,0.817402291887151
27,0.56798655,0.7697366436393255,0.8175159634704097
28,0.5675194,0.7702193127997828,0.8174565987282507
29,0.56717056,0.7685601375607107,0.8171709988753133
30,0.56730974,0.7693143081239253,0.8173078306399977
31,0.56515896,0.7695858095266825,0.816326184079665
32,0.5637103,0.7677154665299104,0.817097433258513
33,0.56436324,0.7691031403662252,0.817347510741682
34,0.56268686,0.7671422969018673,0.8157654776010872
35,0.56236696,0.7668406286765815,0.8145055980429111
36,0.5614266,0.7669612959666958,0.8138939956780579
37,0.5609561,0.7666596277414099,0.8151782302610062
38,0.561529,0.7659657908232526,0.8145468948160834
39,0.5608078,0.7669009623216386,0.8144659118862774
40,0.5587304,0.7649099520347522,0.8140300059879413
41,0.5580671,0.7664786268062385,0.8135870299270314
42,0.5575317,0.7656037889529096,0.8132856650041929
43,0.5584023,0.7669009623216386,0.8126927260116832
44,0.5564692,0.7658451235331383,0.8127734586702475
45,0.5567724,0.7652719539050952,0.8128262881036956
46,0.555284,0.7657546230655525,0.8126448838382179
47,0.55446905,0.7646686174545235,0.8103784597678081
48,0.55440134,0.7617424356692509,0.8105161028957109
49,0.5542694,0.7637334459561375,0.809077166374105
50,0.55367666,0.7623457721198226,0.8099079942366569
51,0.5529933,0.7641557814715376,0.8101631498040498
52,0.5528125,0.7626474403451085,0.8091692258246659
53,0.5513675,0.7634619445533802,0.8084845402206472
54,0.5502886,0.762466439409937,0.8079554345229478
55,0.5507216,0.7629491085703943,0.8083623230854795
56,0.5498383,0.7625267730549942,0.8068138202363029
57,0.5487611,0.7615614347340794,0.8077088951485405
58,0.54890394,0.7618631029593653,0.8060751789782492
59,0.54675174,0.7587257534163927,0.806835747226369
60,0.5475403,0.7600229267851217,0.8054963116881271
61,0.5463619,0.7605055959455791,0.8040404515829698
62,0.54606974,0.7605357627681076,0.8049966633192215
63,0.54606724,0.7615312679115509,0.8029580587380145
64,0.5434937,0.7600832604301789,0.8031185572815569
65,0.5445379,0.7595402576246644,0.8025557820286033
66,0.54306054,0.7591480889317929,0.8002282695737744
67,0.54304093,0.7577302482729494,0.8016697976137203
68,0.5422921,0.7587257534163927,0.8001353765585137
69,0.541355,0.7583637515460496,0.8003453541301738
70,0.54165214,0.7570062445322634,0.798279578972727
71,0.54052216,0.7569157440646777,0.7997392193846218
72,0.5409578,0.7562520739690488,0.7995942719694352
73,0.54007137,0.7571269118223778,0.8001434296412054
74,0.5389383,0.7551057347129627,0.7969851579465842
75,0.5381641,0.7543817309722767,0.7984967861539616
76,0.5375949,0.7532052248936619,0.7963506638363951
77,0.53762275,0.7568554104196205,0.796158899552507
78,0.5362341,0.7549850674228483,0.7958203794418807
79,0.5355406,0.7547738996651483,0.7961788808855017
80,0.53568166,0.7535068931189478,0.7952698291317501
81,0.5349651,0.750520377688618,0.7963677408119978
82,0.53445536,0.7534163926513621,0.79435172926529
83,0.53369725,0.7515460496545899,0.7931211334606918
84,0.53246635,0.7517270505897614,0.7939567548248461
85,0.5326271,0.7510332136716039,0.7916109180748394
86,0.53237575,0.7515762164771185,0.7927723966321241
87,0.53163993,0.7539895622794051,0.7950318191627199
88,0.5323555,0.7513650487194183,0.7911659196608324
89,0.5305862,0.7507315454463181,0.7902688526702447
90,0.53032064,0.751395215541947,0.792086334536277
91,0.5299499,0.7490422033847175,0.7901004766375429
92,0.5292068,0.7520287188150472,0.7903842297309156
93,0.52852464,0.7475338622582883,0.7880443530694274
94,0.52910346,0.749012036562189,0.7898134861645616
95,0.5277094,0.7485897010467888,0.7889304384001339
96,0.52754194,0.7475338622582883,0.7894762133735103
97,0.52624243,0.7477148631934598,0.784872934061359
98,0.5252925,0.7472321940330025,0.7876188637023627
99,0.5260187,0.7462065220670306,0.7858059169934253
