epoch,loss,accuracy,auc
0,0.6414491,0.7472001722970895,0.6956124323704624
1,0.624595,0.7504922773983139,0.7053129572240561
2,0.6217922,0.7519691095932558,0.7104032693673745
3,0.6203071,0.7542920435665498,0.7144836637532608
4,0.6185451,0.7560150144606486,0.7160851744838173
5,0.6175844,0.7540305211986955,0.7178732797791528
6,0.61685836,0.7536766968186573,0.7182848096236263
7,0.61643016,0.7549227739831395,0.7172243318611441
8,0.6163499,0.7544458802535229,0.7184569978792197
9,0.6154717,0.7546920189526798,0.7186150908463955
10,0.6151314,0.7553227493692696,0.7198098518254727
11,0.6145628,0.7556458064119131,0.720259861233419
12,0.61451834,0.7553996677127561,0.7197378721163393
13,0.6139687,0.7555227370623346,0.719990517248309
14,0.61471254,0.7556919574180051,0.7204379169204854
15,0.6146234,0.7548304719709557,0.7203281154814878
16,0.61404693,0.7552612146944804,0.7213390446735211
17,0.6137964,0.7539689865239062,0.7209561096094601
18,0.6131895,0.7549073903144422,0.7213012624383577
19,0.6133299,0.7543997292474309,0.7206509359084526
20,0.6128744,0.755291982031875,0.7212745658719975
21,0.6127578,0.754999692326626,0.7203962222415339
22,0.6128141,0.7551689126822965,0.7212442481352668
23,0.6125868,0.7555535043997292,0.7214164505842682
24,0.61249757,0.7543228109039444,0.7202038324465315
25,0.6118665,0.7549227739831395,0.7208973840750403
26,0.6118474,0.7545843332717986,0.7209412805835561
27,0.6120039,0.755045843332718,0.7213497242874327
28,0.6117074,0.7547381699587717,0.720773909447239
29,0.61163294,0.7555688880684266,0.7203586053904295
30,0.6117072,0.7546920189526798,0.7219095906737993
31,0.6117342,0.7548612393083503,0.7214549733450697
32,0.6112504,0.7543997292474309,0.7207692706712205
33,0.61149514,0.7550766106701126,0.7216232337292574
34,0.61082953,0.7553227493692696,0.7213644971568092
35,0.6103512,0.7541843578856686,0.7198283822453583
36,0.61083245,0.7545843332717986,0.7213696543007743
37,0.61047125,0.7543228109039444,0.719779186041692
38,0.61079687,0.7543228109039444,0.7208160891704836
39,0.61006385,0.7541074395421821,0.7196640244312835
40,0.61089784,0.7524152359854778,0.7192908661569605
41,0.60995317,0.7534151744508031,0.7196337011406105
42,0.6099747,0.7537689988308411,0.720703850167927
43,0.60922384,0.753907451849117,0.7200490730789367
44,0.6096765,0.7536920804873546,0.7207946984703208
45,0.60959315,0.7532767214325272,0.7183228714072181
46,0.6096212,0.7537228478247493,0.7188488451693358
47,0.6093716,0.7535382438003815,0.7198930122375329
48,0.6088432,0.7533844071134084,0.7182747755012293
49,0.60877633,0.7532459540951326,0.7182085792973298
50,0.6087313,0.7524921543289643,0.718541406694085
51,0.60868275,0.7531228847455541,0.7192595215580114
52,0.60810107,0.7532613377638299,0.718892120870525
53,0.6084787,0.7542151252230632,0.7183019601974061
54,0.6084936,0.7534151744508031,0.7192276487174405
55,0.6088481,0.7542766598978524,0.7184574681129999
56,0.6084631,0.7531075010768568,0.7184728222950023
57,0.60794234,0.7535843948064734,0.718578270677457
58,0.6079987,0.7526921420220294,0.7181489805597616
59,0.6075098,0.7510768568088118,0.717843156430402
60,0.607415,0.7512614608331795,0.7177985755527756
61,0.60815096,0.7525690726724509,0.7175096193632436
62,0.60739905,0.7525844563411482,0.7160364108705446
63,0.607322,0.7517691219001907,0.7181655948695584
64,0.6067915,0.7529844317272784,0.7166904344746983
65,0.6067547,0.7521844809550181,0.7161456711087215
66,0.6070215,0.7524306196541751,0.7162345323339863
67,0.607471,0.7515691342071257,0.7162013191420104
68,0.60694665,0.7525075379976617,0.7145214157502939
69,0.60649794,0.7522460156298074,0.7157362505281075
70,0.6062637,0.7512922281705742,0.7156632606185825
71,0.6062891,0.7519075749184666,0.7147119338667458
72,0.6062948,0.7519844932619532,0.7156489474922064
73,0.6058554,0.7508614854470494,0.7141243934201764
74,0.60547584,0.7505230447357085,0.714821629163735
75,0.60529256,0.7507845671035629,0.7145050711152504
76,0.60590345,0.7503384407113408,0.7145094679862269
77,0.60588735,0.7504307427235247,0.7132534735592353
78,0.6051154,0.7502307550304597,0.7147714276965152
79,0.60505205,0.7509230201218386,0.7134006172377463
80,0.60483885,0.7506153467478924,0.7130423009485258
81,0.60480136,0.7503999753861301,0.7124102660189879
82,0.6049137,0.749307734908621,0.711875611445077
83,0.60422707,0.7491231308842533,0.7110469237612799
84,0.6044605,0.7483539474493878,0.711830035177572
85,0.6042815,0.7496461756199618,0.7101850629973121
86,0.60394305,0.7502769060365516,0.711103344409651
87,0.60471994,0.7496154082825672,0.7117139670403616
88,0.6046329,0.7492154328964371,0.7108039548309821
89,0.6035146,0.7486923881607286,0.7109318917428581
90,0.6042782,0.7488308411790043,0.7101339580888135
91,0.604521,0.7497077102947511,0.7114391462510526
92,0.60356617,0.7494000369208049,0.7095560870557646
93,0.60351765,0.7491231308842533,0.7099428370610714
94,0.6035482,0.7482462617685065,0.710587734920944
95,0.60428816,0.7494769552642915,0.7102124655314473
96,0.60243434,0.7478770537197711,0.7099716324005111
97,0.6031844,0.7491231308842533,0.7095754123065016
98,0.60267895,0.7490154452033722,0.7083252026189534
99,0.60216445,0.7489539105285828,0.7082752338002047
