epoch,loss,accuracy,auc
0,0.6921169,0.6569428942049534,0.6122041521452161
1,0.6855711,0.6573048960752964,0.5961529051526084
2,0.6687508,0.6611360825364264,0.6059323871250463
3,0.6543119,0.670065462004887,0.618083078103761
4,0.6430514,0.6763099942683037,0.6282150146436933
5,0.63485456,0.6758876587529036,0.6308084362560359
6,0.6284876,0.6773959998793327,0.6407079818199741
7,0.6197657,0.6968536004102688,0.6905229930244561
8,0.60917807,0.7058734803463151,0.7071644320808657
9,0.6010428,0.7108208392410027,0.7205061558248492
10,0.59446913,0.7145615252345471,0.7299802624796341
11,0.5878972,0.7175480406648768,0.7381587371183979
12,0.58245736,0.7201725542248635,0.7444094975191258
13,0.5768214,0.7237322392832363,0.7491307837583006
14,0.57194984,0.7276237593894235,0.7528881462740142
15,0.56715506,0.7306404416422818,0.7565706978716691
16,0.56271863,0.7332046215572113,0.7587805000919949
17,0.5586514,0.7360403028748982,0.7603304500740762
18,0.5550404,0.740897161302,0.7630090244580396
19,0.55158406,0.7437630094422154,0.7645585909599928
20,0.5483928,0.7460556879543878,0.7663770093248643
21,0.54572845,0.74792603095116,0.7667678986927848
22,0.54354364,0.749947208060575,0.7685741506460106
23,0.54091835,0.7498567075929893,0.769458518389406
24,0.53908294,0.7513348818968898,0.770295112582096
25,0.53738284,0.7535672267640049,0.7715701597884999
26,0.53612685,0.753778394521705,0.7715773066470992
27,0.53470755,0.7536275604090621,0.7721109737400074
28,0.5332938,0.7528733898458475,0.7729260102945442
29,0.5322537,0.7529638903134332,0.7736862213006499
30,0.5312744,0.7534163926513621,0.7746719569701388
31,0.53062767,0.7543515641497481,0.7753513989879838
32,0.5297668,0.7542912305046909,0.7745245754652965
33,0.5291014,0.7542610636821624,0.7757428131181852
34,0.5277658,0.7547738996651483,0.7759573440117883
35,0.5266256,0.7547437328426196,0.7770229485003949
36,0.5261346,0.7542610636821624,0.7764879876666333
37,0.52537256,0.7547135660200911,0.7772079816988751
38,0.52443516,0.7546833991975626,0.7776704425869295
39,0.5240807,0.7550454010679055,0.7775371307661585
40,0.52362144,0.755226402003077,0.7778614338556118
41,0.5232608,0.755015234245377,0.7779513175610244
42,0.5226169,0.7550755678904341,0.778676702516542
43,0.52190626,0.7550755678904341,0.7789862274928447
44,0.5213367,0.754864400132734,0.7789003057426512
45,0.52086055,0.7535672267640049,0.7789338138325884
46,0.52025783,0.7546532323750339,0.7794824285772298
47,0.5194122,0.7540800627469909,0.7791964512991136
48,0.5192751,0.7549549006003198,0.7798886591685941
49,0.5195318,0.7543213973272195,0.7801504650887361
50,0.5185592,0.7544722314398624,0.7799236648493477
51,0.5180741,0.7538990618118193,0.780043193586985
52,0.51724875,0.7543515641497481,0.7803208190715728
53,0.51712126,0.7532052248936619,0.7800890214806192
54,0.51662755,0.7541705632145767,0.7809454254494044
55,0.5164292,0.7544118977948052,0.7812071324720397
56,0.515505,0.7537180608766478,0.7809950175032441
57,0.51525366,0.7541102295695195,0.7814372689885434
58,0.51529956,0.7539593954568765,0.7812163743431288
59,0.51441807,0.7537180608766478,0.7819932667348104
60,0.5141721,0.7539895622794051,0.781900331334904
61,0.5134135,0.753778394521705,0.7818033431555377
62,0.5134116,0.7534767262964192,0.7820692200199878
63,0.5132796,0.7545928987299768,0.782753899569057
64,0.5124989,0.7540498959244623,0.7829385250676115
65,0.51188105,0.7538387281667622,0.783115561696261
66,0.5118898,0.7541705632145767,0.7836427419200535
67,0.5107119,0.7537482276991765,0.7833546010066879
68,0.5108292,0.7541102295695195,0.7827309169994803
69,0.5108422,0.7549247337777912,0.7837784091161382
70,0.5095848,0.7538387281667622,0.7843697152906283
71,0.50882846,0.7543817309722767,0.7845829161136817
72,0.5092363,0.7554074029382485,0.7849199204686435
73,0.50896996,0.7539593954568765,0.7838619956741828
74,0.50840497,0.7547437328426196,0.7850399638769793
75,0.50766504,0.7533862258288334,0.7851928876788319
76,0.5071439,0.7549549006003198,0.7854787115648969
77,0.5068417,0.7544118977948052,0.7854216355936082
78,0.50636,0.7543817309722767,0.7860727162284997
79,0.50585175,0.7551962351805485,0.785966350950841
80,0.505097,0.7551359015354913,0.7858995244927144
81,0.50461257,0.7551057347129627,0.7860996042404345
82,0.50424343,0.7543515641497481,0.78654923267241
83,0.50382286,0.7548945669552626,0.7861844704111173
84,0.5035777,0.7550454010679055,0.7862629970497863
85,0.5032009,0.7551660683580198,0.7865912338380283
86,0.50321746,0.7552565688256055,0.7865801008044122
87,0.5030017,0.7544722314398624,0.7867004590701163
88,0.5020702,0.7547738996651483,0.7861916374528813
89,0.5018228,0.7553470692931914,0.7866008773540936
90,0.50179386,0.7543817309722767,0.7865670140404588
91,0.5011413,0.7541705632145767,0.7868600937742122
92,0.5011486,0.7543515641497481,0.7869172989177545
93,0.5012639,0.7534767262964192,0.7861154601345764
94,0.5010886,0.753929228634348,0.7871178287500461
95,0.5002237,0.7540498959244623,0.7869371147487991
96,0.49977988,0.7548945669552626,0.7867425409683931
97,0.49916592,0.7542308968596337,0.7876863037286944
98,0.4996907,0.7547135660200911,0.7878604481098507
99,0.49848765,0.7547135660200911,0.787512607413793
